Fecha,Hora,Producto,ISIN,Bolsa de,Centro de ejecución,Número,Precio,,Valor local,,Valor,,Tipo de cambio,Costes de transacción,,Total,,ID Orden
21-11-2022,15:53,ONE STOP SYSTEMS INC.,US68247W1099,NDQ,CDED,-49,3.1700,USD,155.33,USD,151.53,EUR,1.0251,-1.00,EUR,150.53,EUR,036c3c08-ec58-4f4b-9917-ff3b5b735f98
18-11-2022,17:43,MITEK SYSTEMS INC. -,US6067102003,NDQ,XNAS,100,10.6000,USD,-1060.00,USD,-1023.77,EUR,1.0354,,EUR,-1023.77,EUR,c02de40b-e3fb-446f-8c4e-3620871ca122
18-11-2022,17:43,MITEK SYSTEMS INC. -,US6067102003,NDQ,ARCX,29,10.6000,USD,-307.40,USD,-296.89,EUR,1.0354,,EUR,-296.89,EUR,c02de40b-e3fb-446f-8c4e-3620871ca122
18-11-2022,17:43,MITEK SYSTEMS INC. -,US6067102003,NDQ,ARCX,90,10.6000,USD,-954.00,USD,-921.39,EUR,1.0354,,EUR,-921.39,EUR,c02de40b-e3fb-446f-8c4e-3620871ca122
18-11-2022,17:43,MITEK SYSTEMS INC. -,US6067102003,NDQ,ARCX,25,10.6000,USD,-265.00,USD,-255.94,EUR,1.0354,-1.00,EUR,-256.94,EUR,c02de40b-e3fb-446f-8c4e-3620871ca122
18-11-2022,02:40,CONSUN PHARMACEUTICAL GROUP,KYG2524A1031,HKS,XHKG,4000,3.3100,HKD,-13240.00,HKD,-1631.64,EUR,8.1146,,EUR,-1631.64,EUR,a46a7df2-7f4f-4f90-96de-52a3bc01b5e3
18-11-2022,02:40,CONSUN PHARMACEUTICAL GROUP,KYG2524A1031,HKS,XHKG,2000,3.3100,HKD,-6620.00,HKD,-815.80,EUR,8.1148,-6.00,EUR,-821.80,EUR,a46a7df2-7f4f-4f90-96de-52a3bc01b5e3
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-35,28.2100,USD,987.35,USD,956.18,EUR,1.0326,,EUR,956.18,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-39,28.2000,USD,1099.80,USD,1065.09,EUR,1.0326,,EUR,1065.09,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-3,28.2000,USD,84.60,USD,81.93,EUR,1.0326,,EUR,81.93,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-1,28.2000,USD,28.20,USD,27.31,EUR,1.0326,,EUR,27.31,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-2,28.2100,USD,56.42,USD,54.64,EUR,1.0326,,EUR,54.64,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-35,28.2100,USD,987.35,USD,956.18,EUR,1.0326,,EUR,956.18,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-1,28.2000,USD,28.20,USD,27.31,EUR,1.0326,,EUR,27.31,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,15:30,LIVENT CORPORATION COM,US53814L1089,NSY,CDED,-74,28.2350,USD,2089.39,USD,2023.44,EUR,1.0326,-1.00,EUR,2022.44,EUR,da4476e9-00f4-46bd-9a53-480c55221d27
17-11-2022,03:04,PAX GLOBAL TECHNOLOGY LTD,BMG6955J1036,HKS,XHKG,3000,6.6100,HKD,-19830.00,HKD,-2441.59,EUR,8.1217,-6.00,EUR,-2447.59,EUR,280c8705-c993-4083-89da-2e5df33f85ab
09-11-2022,18:51,CONVERGE TECHNOLOGY SOLUTION,CA21250C1068,TOR,XTSE,800,4.2000,CAD,-3360.00,CAD,-2486.88,EUR,1.3511,-1.00,EUR,-2487.88,EUR,dc32159d-ca8c-4959-989e-7b8b4e720c35
08-11-2022,16:42,GDR ON KASPI BANK,US48581R2058,LSE,BATE,33,67.0000,USD,-2211.00,USD,-2199.14,EUR,1.0054,,EUR,-2199.14,EUR,24206f51-4d2b-40c2-824c-719bfd159d6d
08-11-2022,16:42,GDR ON KASPI BANK,US48581R2058,LSE,BATE,17,67.0000,USD,-1139.00,USD,-1132.89,EUR,1.0054,-4.90,EUR,-1137.79,EUR,24206f51-4d2b-40c2-824c-719bfd159d6d
08-11-2022,16:02,SABRE CORPORATION - CO,US78573M1045,NDQ,CDED,-25,4.7250,USD,118.13,USD,117.93,EUR,1.0017,,EUR,117.93,EUR,f9aade7f-b0a1-46a4-afe9-549733082f19
08-11-2022,16:02,SABRE CORPORATION - CO,US78573M1045,NDQ,MSPL,-500,4.7200,USD,2360.00,USD,2356.01,EUR,1.0017,-1.00,EUR,2355.01,EUR,f9aade7f-b0a1-46a4-afe9-549733082f19
04-11-2022,10:20,TELEFONICA SA,ES0178430E18,MAD,MESI,-1410,3.5480,EUR,5002.68,EUR,5002.68,EUR,,-1.00,EUR,5001.68,EUR,a7b50707-dddd-4312-813b-4eb6e9bae551
04-11-2022,09:21,TELEFONICA SA,ES0178430E18,MAD,XMAD,1410,3.5490,EUR,-5004.09,EUR,-5004.09,EUR,,-1.00,EUR,-5005.09,EUR,6d8e0fea-c453-445d-8d5f-a48dbb9cf58c
03-11-2022,20:59,ONE STOP SYSTEMS INC.,US68247W1099,NDQ,XNAS,3,3.2300,USD,-9.69,USD,-9.94,EUR,0.9752,,EUR,-9.94,EUR,c4493ba8-5db6-4157-8a05-b28d457dd821
03-11-2022,20:59,ONE STOP SYSTEMS INC.,US68247W1099,NDQ,XNAS,36,3.2300,USD,-116.28,USD,-119.26,EUR,0.9750,,EUR,-119.26,EUR,c4493ba8-5db6-4157-8a05-b28d457dd821
03-11-2022,16:56,SABRE CORPORATION - CO,US78573M1045,NDQ,XNAS,325,4.6400,USD,-1508.00,USD,-1545.73,EUR,0.9756,,EUR,-1545.73,EUR,a6467086-67c6-41aa-aca2-54e20f3cc701
03-11-2022,16:56,SABRE CORPORATION - CO,US78573M1045,NDQ,ARCX,200,4.6400,USD,-928.00,USD,-951.22,EUR,0.9756,-1.00,EUR,-952.22,EUR,a6467086-67c6-41aa-aca2-54e20f3cc701
03-11-2022,14:30,ONE STOP SYSTEMS INC.,US68247W1099,NDQ,XNAS,10,3.2100,USD,-32.10,USD,-32.91,EUR,0.9753,-1.00,EUR,-33.91,EUR,c4493ba8-5db6-4157-8a05-b28d457dd821
03-11-2022,14:30,LIVENT CORPORATION COM,US53814L1089,NSY,XNYS,190,27.9200,USD,-5304.80,USD,-5439.18,EUR,0.9753,-1.00,EUR,-5440.18,EUR,a85e9541-ee44-4ccf-97c5-b5f0fc6b5c3f
02-11-2022,15:07,ALPHABET INC. - CLASS A,US02079K3059,NDQ,XNAS,144,90.0000,USD,-12960.00,USD,-13102.90,EUR,0.9891,-1.00,EUR,-13103.90,EUR,3688684a-a8d3-4c3d-8e4f-f33ce070c229
01-11-2022,15:43,META PLATFORMS INC,US30303M1027,NDQ,CDED,-104,94.7900,USD,9858.16,USD,9972.91,EUR,0.9885,-1.00,EUR,9971.91,EUR,c4a9bcfa-dcc9-4396-bcda-7c80f463a13f
01-11-2022,14:33,ADR ON QIFU TECHNOLOGY INC,US88557W1018,NDQ,XNAS,100,10.7000,USD,-1070.00,USD,-1076.36,EUR,0.9941,,EUR,-1076.36,EUR,440fa23d-e86d-4143-bb0c-e83d1ac0d5e2
01-11-2022,14:33,ADR ON QIFU TECHNOLOGY INC,US88557W1018,NDQ,ARCX,174,10.7000,USD,-1861.80,USD,-1872.86,EUR,0.9941,-1.00,EUR,-1873.86,EUR,440fa23d-e86d-4143-bb0c-e83d1ac0d5e2
01-11-2022,14:31,WALGREENS BOOTS ALLIAN,US9314271084,NDQ,XNAS,136,36.5000,USD,-4964.00,USD,-4993.99,EUR,0.9940,-1.00,EUR,-4994.99,EUR,c9d536b2-210c-4459-9c43-a36789d9f27a
31-10-2022,15:22,META PLATFORMS INC,US30303M1027,NDQ,XNAS,104,95.0000,USD,-9880.00,USD,-9981.88,EUR,0.9898,-1.00,EUR,-9982.88,EUR,e6395667-b8e6-4067-9f4f-7629049877ed
27-10-2022,21:47,3M COMPANY COMMON STOC,US88579Y1010,NSY,XNAS,40,123.2000,USD,-4928.00,USD,-4943.35,EUR,0.9969,-1.00,EUR,-4944.35,EUR,5364a129-d24c-42a7-90ce-a2c339d8a0fd
27-10-2022,18:15,RINGCENTRAL INC. CLAS,US76680R2067,NSY,XNAS,148,33.8300,USD,-5006.84,USD,-5013.39,EUR,0.9987,-1.00,EUR,-5014.39,EUR,b1effee1-ab52-480e-9ea6-27c5da01152b
26-10-2022,21:12,VERIZON COMMUNICATIONS,US92343V1044,NSY,XNAS,139,36.2600,USD,-5040.14,USD,-5000.67,EUR,1.0079,-1.00,EUR,-5001.67,EUR,3ff28321-829f-4554-b3a2-4709ce8583ce
20-10-2022,21:26,ASBURY AUTOMOTIVE GROU,US0434361046,NSY,XNYS,34,140.0000,USD,-4760.00,USD,-4868.10,EUR,0.9778,-1.00,EUR,-4869.10,EUR,929feec2-c4c2-401d-9fcf-c94b7710d129
20-10-2022,16:14,TWILIO INC - A,US90138F1021,NSY,CDED,-73,71.0000,USD,5183.00,USD,5281.26,EUR,0.9814,-1.00,EUR,5280.26,EUR,5b9baf70-a594-424a-a890-86e0b864e11e
17-10-2022,16:07,ARCHAEA ENERGY INC. CLASS A COMMON STOCK,US03940F1030,NSY,BATS,-365,25.7000,USD,9380.50,USD,9584.71,EUR,0.9787,-1.00,EUR,9583.71,EUR,9869a9ef-e190-457f-9dd9-2240a36e79dc
17-10-2022,11:27,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-179,400.0000,GBX,71600.00,GBX,828.42,EUR,86.4297,-4.90,EUR,823.52,EUR,7e0c4716-9799-4245-beef-53d4c4b53346
17-10-2022,11:27,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,400.0000,GBX,40000.00,GBX,462.80,EUR,86.4297,-4.90,EUR,457.90,EUR,b8339ed7-ceab-4fdf-9940-9782128fc381
17-10-2022,11:27,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-150,400.0000,GBX,60000.00,GBX,694.21,EUR,86.4297,-4.90,EUR,689.31,EUR,2bfef41c-5f1f-44a9-b4c4-acfce68bdf8a
17-10-2022,11:17,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,400.0000,GBX,40000.00,GBX,463.02,EUR,86.3901,-4.90,EUR,458.12,EUR,803abf00-8427-43ad-966b-d08e2bc81150
17-10-2022,11:17,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,400.0000,GBX,40000.00,GBX,462.96,EUR,86.3998,-4.90,EUR,458.06,EUR,d88e6a39-9564-4cf5-b03a-37b757692771
17-10-2022,11:17,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,400.0000,GBX,40000.00,GBX,463.02,EUR,86.3901,-4.90,EUR,458.12,EUR,84b233f2-2da7-4217-882e-e6c1e980bf9c
17-10-2022,11:09,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,395.0000,GBX,39500.00,GBX,456.91,EUR,86.4499,-4.90,EUR,452.01,EUR,b0ac7964-5e40-42c0-9afb-474be1e0e3aa
17-10-2022,11:09,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,395.0000,GBX,39500.00,GBX,456.96,EUR,86.4401,-4.90,EUR,452.06,EUR,afeeb496-5615-4d11-a08a-79f7aa02c428
17-10-2022,11:09,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,395.0000,GBX,39500.00,GBX,456.96,EUR,86.4401,-4.90,EUR,452.06,EUR,cce05c89-3636-47d0-8c73-34cf2800fc7e
17-10-2022,11:09,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-100,395.0000,GBX,39500.00,GBX,456.96,EUR,86.4401,-4.90,EUR,452.06,EUR,5ab59716-5bc6-4856-a3e5-e94b830efba6
17-10-2022,10:59,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-50,395.0000,GBX,19750.00,GBX,228.51,EUR,86.4297,-4.90,EUR,223.61,EUR,3040ca75-78fb-446b-a2b9-29e1d664ac42
17-10-2022,10:31,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-200,390.0000,GBX,78000.00,GBX,900.91,EUR,86.5793,-4.90,EUR,896.01,EUR,6765e273-b377-4156-abde-57e11263862d
17-10-2022,10:31,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-200,390.0000,GBX,78000.00,GBX,900.91,EUR,86.5793,-4.90,EUR,896.01,EUR,1dcb2fb5-391e-4cd6-9bf9-57011358a386
17-10-2022,10:29,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-200,390.0000,GBX,78000.00,GBX,901.32,EUR,86.5396,-4.90,EUR,896.42,EUR,eb625b8b-36f3-4945-b45c-1ae87a0c86a3
17-10-2022,10:28,KISTOS PLC,GB00BLF7NX68,LSE,AIMX,-50,390.0000,GBX,19500.00,GBX,225.38,EUR,86.5202,-4.90,EUR,220.48,EUR,b03b814a-69d0-4180-b18a-6e31d6954329
12-10-2022,16:42,TWILIO INC - A,US90138F1021,NSY,XNAS,73,65.6800,USD,-4794.64,USD,-4954.71,EUR,0.9677,-1.00,EUR,-4955.71,EUR,91074ecc-87a8-4ead-92e7-3c6f2ab4cb6b
12-10-2022,16:35,ADR ON NIO INC,US62914V1061,NSY,EDGX,384,12.6100,USD,-4842.24,USD,-4995.12,EUR,0.9694,-1.00,EUR,-4996.12,EUR,acdf9ade-a8bc-4c61-b4e0-75a1fde63c36
11-10-2022,16:45,META PLATFORMS INC,US30303M1027,NDQ,ARCX,-200,129.0000,USD,25800.00,USD,26562.50,EUR,0.9713,-1.00,EUR,26561.50,EUR,673d5c4f-3aa1-4923-a215-6b4f535d8df8
11-10-2022,16:20,META PLATFORMS INC,US30303M1027,NDQ,XNAS,100,127.1100,USD,-12711.00,USD,-13100.15,EUR,0.9703,,EUR,-13100.15,EUR,a48885ab-ac4c-4ceb-8275-17413fc2325c
11-10-2022,16:20,META PLATFORMS INC,US30303M1027,NDQ,XNAS,100,127.1100,USD,-12711.00,USD,-13100.15,EUR,0.9703,-1.00,EUR,-13101.15,EUR,a48885ab-ac4c-4ceb-8275-17413fc2325c
05-10-2022,15:59,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,ARCX,-31,21.7800,USD,675.18,USD,683.66,EUR,0.9876,,EUR,683.66,EUR,a02670a9-84ea-49cb-a307-8cf8c03c6381
05-10-2022,15:59,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,ARCX,-100,21.7800,USD,2178.00,USD,2205.36,EUR,0.9876,,EUR,2205.36,EUR,a02670a9-84ea-49cb-a307-8cf8c03c6381
05-10-2022,15:58,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,ARCX,-100,21.7800,USD,2178.00,USD,2205.36,EUR,0.9876,-1.00,EUR,2204.36,EUR,a02670a9-84ea-49cb-a307-8cf8c03c6381
03-10-2022,19:23,ALPHABET INC. - CLASS A,US02079K3059,NDQ,MEMX,-24,98.5000,USD,2364.00,USD,2411.52,EUR,0.9803,,EUR,2411.52,EUR,8009caa4-449f-4df5-a9a3-8589dbee67f0
03-10-2022,19:23,ALPHABET INC. - CLASS A,US02079K3059,NDQ,MEMX,-120,98.5000,USD,11820.00,USD,12057.61,EUR,0.9803,-1.00,EUR,12056.61,EUR,8009caa4-449f-4df5-a9a3-8589dbee67f0
03-10-2022,16:02,META PLATFORMS INC,US30303M1027,NDQ,ARCX,-57,138.5000,USD,7894.50,USD,8061.42,EUR,0.9793,,EUR,8061.42,EUR,2565db23-84a1-42a1-a7b1-9d2462e76751
03-10-2022,16:02,META PLATFORMS INC,US30303M1027,NDQ,ARCX,-13,138.5000,USD,1800.50,USD,1838.57,EUR,0.9793,-1.00,EUR,1837.57,EUR,2565db23-84a1-42a1-a7b1-9d2462e76751
03-10-2022,15:53,NVIDIA CORPORATION - C,US67066G1040,NDQ,EDGX,-39,123.0000,USD,4797.00,USD,4911.47,EUR,0.9767,-1.00,EUR,4910.47,EUR,d9cd86f0-fc11-4c99-bbef-a0cf39824cdc
03-10-2022,15:48,ADOBE SYSTEMS INCORPOR,US00724F1012,NDQ,SOHO,-17,279.9824,USD,4759.70,USD,4873.28,EUR,0.9767,-1.00,EUR,4872.28,EUR,750aba45-38e3-49ab-b253-c83315632c2d
03-10-2022,15:47,ASBURY AUTOMOTIVE GROU,US0434361046,NSY,CDED,-34,154.3800,USD,5248.92,USD,5376.37,EUR,0.9763,-1.00,EUR,5375.37,EUR,d5cbe086-88ee-4e9a-8154-925ca0665d52
03-10-2022,09:15,NAGARRO SE,DE000A3H2200,XET,XETA,-25,90.9000,EUR,2272.50,EUR,2272.50,EUR,,,EUR,2272.50,EUR,de6805b4-c57c-4267-a59a-9acd72c38ea5
03-10-2022,09:15,NAGARRO SE,DE000A3H2200,XET,XETA,-75,90.9000,EUR,6817.50,EUR,6817.50,EUR,,-4.90,EUR,6812.60,EUR,de6805b4-c57c-4267-a59a-9acd72c38ea5
30-09-2022,09:28,NAGARRO SE,DE000A3H2200,XET,XETA,-82,87.0000,EUR,7134.00,EUR,7134.00,EUR,,,EUR,7134.00,EUR,db6bc543-7748-497d-b766-6b462e635d40
30-09-2022,09:28,NAGARRO SE,DE000A3H2200,XET,XETA,-6,87.0000,EUR,522.00,EUR,522.00,EUR,,,EUR,522.00,EUR,db6bc543-7748-497d-b766-6b462e635d40
30-09-2022,09:26,NAGARRO SE,DE000A3H2200,XET,XETA,-12,87.0000,EUR,1044.00,EUR,1044.00,EUR,,-4.90,EUR,1039.10,EUR,db6bc543-7748-497d-b766-6b462e635d40
30-09-2022,09:09,NAGARRO SE,DE000A3H2200,XET,XETA,100,84.0000,EUR,-8400.00,EUR,-8400.00,EUR,,-4.90,EUR,-8404.90,EUR,4e7e7201-78e3-4d02-8863-0d1c7dd19e53
29-09-2022,16:02,ADOBE SYSTEMS INCORPOR,US00724F1012,NDQ,ARCX,17,275.8000,USD,-4688.60,USD,-4815.27,EUR,0.9737,-1.00,EUR,-4816.27,EUR,643fd1a2-5f6e-4177-b897-c6e128ed1776
29-09-2022,15:59,NVIDIA CORPORATION - C,US67066G1040,NDQ,ARCX,39,122.3700,USD,-4772.43,USD,-4900.36,EUR,0.9739,-1.00,EUR,-4901.36,EUR,916d78fa-507d-4b1f-b7a9-e60a607d95a9
29-09-2022,15:50,META PLATFORMS INC,US30303M1027,NDQ,CDED,70,137.5800,USD,-9630.60,USD,-9894.85,EUR,0.9733,-1.00,EUR,-9895.85,EUR,8be4bcf6-9723-4cca-a3fa-b34b82cb2ea2
29-09-2022,15:49,ALPHABET INC. - CLASS A,US02079K3059,NDQ,ARCX,144,97.4000,USD,-14025.60,USD,-14403.05,EUR,0.9738,-1.00,EUR,-14404.05,EUR,79bd556c-3c23-49ea-83ea-2d41e7974b51
29-09-2022,15:48,ASBURY AUTOMOTIVE GROU,US0434361046,NSY,CDED,34,142.3700,USD,-4840.58,USD,-4972.38,EUR,0.9735,-1.00,EUR,-4973.38,EUR,aca1033a-297d-4237-8fc7-ef24e4b76808
29-09-2022,15:48,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,ARCX,30,21.0000,USD,-630.00,USD,-647.35,EUR,0.9732,,EUR,-647.35,EUR,ce95d67f-25d1-4907-b7da-e59e61454722
29-09-2022,15:48,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,ARCX,70,21.0000,USD,-1470.00,USD,-1510.34,EUR,0.9733,,EUR,-1510.34,EUR,ce95d67f-25d1-4907-b7da-e59e61454722
29-09-2022,15:48,UPSTART HOLDINGS INC. - COMMON STOCK,US91680M1071,NDQ,XNAS,131,21.0000,USD,-2751.00,USD,-2826.48,EUR,0.9733,-1.00,EUR,-2827.48,EUR,ce95d67f-25d1-4907-b7da-e59e61454722
29-09-2022,09:28,NAGARRO SE,DE000A3H2200,XET,XETA,45,90.0000,EUR,-4050.00,EUR,-4050.00,EUR,,,EUR,-4050.00,EUR,f1b0b3b3-2257-43bd-a460-dba3aa38e177
29-09-2022,09:28,NAGARRO SE,DE000A3H2200,XET,XETA,55,90.0000,EUR,-4950.00,EUR,-4950.00,EUR,,-4.90,EUR,-4954.90,EUR,f1b0b3b3-2257-43bd-a460-dba3aa38e177
26-09-2022,18:50,MITEK SYSTEMS INC. -,US6067102003,NDQ,MSPL,-400,9.4300,USD,3772.00,USD,3921.84,EUR,0.9618,-1.00,EUR,3920.84,EUR,e4fd8134-0985-47ea-8be2-2c7cbf366b2d
26-09-2022,18:50,ORCA ENERGY GROUP INC,VGG6769T1158,TSV,XTSX,-1800,4.8800,CAD,8784.00,CAD,6629.47,EUR,1.3250,-1.00,EUR,6628.47,EUR,9694ef1b-52bc-4e6c-8f3b-844d6a0d6976
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,CDED,-82,5.6600,USD,464.12,USD,482.41,EUR,0.9621,,EUR,482.41,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-10,5.6600,USD,56.60,USD,58.83,EUR,0.9621,,EUR,58.83,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,,EUR,588.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-8,5.6600,USD,45.28,USD,47.06,EUR,0.9621,,EUR,47.06,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,,EUR,588.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,,EUR,588.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,XNAS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,,EUR,588.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-9,5.6600,USD,50.94,USD,52.95,EUR,0.9621,,EUR,52.95,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-6,5.6600,USD,33.96,USD,35.30,EUR,0.9621,,EUR,35.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-21,5.6600,USD,118.86,USD,123.54,EUR,0.9621,,EUR,123.54,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-79,5.6600,USD,447.14,USD,464.76,EUR,0.9621,,EUR,464.76,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,,EUR,588.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,18:48,LI-CYCLE HOLDINGS CORP. COMMON SHARES,CA50202P1053,NSY,BATS,-100,5.6600,USD,566.00,USD,588.30,EUR,0.9621,-1.00,EUR,587.30,EUR,f3678b4b-2d80-4a8e-9098-1f29e47b5f77
26-09-2022,10:23,TELEFONICA SA,ES0178430E18,MAD,MESI,-1370,3.6000,EUR,4932.00,EUR,4932.00,EUR,,-1.00,EUR,4931.00,EUR,0f8b0e2e-17e9-4c58-85ba-4aedb21abc94
14-09-2022,21:52,META PLATFORMS INC,US30303M1027,NDQ,XNAS,-66,151.0000,USD,9966.00,USD,9990.04,EUR,0.9976,-1.00,EUR,9989.04,EUR,44e4b000-f5fa-42c3-b26e-d1460d8dff4c
14-09-2022,21:48,ALPHABET INC. - CLASS A,US02079K3059,NDQ,SOHO,-40,104.6300,USD,4185.20,USD,4195.72,EUR,0.9975,,EUR,4195.72,EUR,3d4a01d5-474b-413d-a74b-178b8911211f
