Fecha,Hora,Producto,ISIN,Bolsa de,Centro de ejecución,Número,Precio,,Valor local,,Valor,,Tipo de cambio,Costes de transacción,,Total,,ID Orden
18-10-2019,18:38,EXACT SCIENCES CORPORA,US30063P1057,NDQ,CDED,53,94.9400,USD,-5031.82,USD,-4512.45,EUR,1.1151,-0.69,EUR,-4513.14,EUR,ec101854-22ad-4f62-b236-2a0b8c6191ed
17-10-2019,18:45,EXACT SCIENCES CORPORA,US30063P1057,NDQ,XNAS,-33,97.0800,USD,3203.64,USD,2878.90,EUR,1.1128,-0.12,EUR,2878.78,EUR,24f0857f-4aae-4a5a-898b-e38d5fa412a6
17-10-2019,18:45,EXACT SCIENCES CORPORA,US30063P1057,NDQ,XNAS,-20,97.1000,USD,1942.00,USD,1745.15,EUR,1.1128,-0.57,EUR,1744.58,EUR,24f0857f-4aae-4a5a-898b-e38d5fa412a6
09-10-2019,20:24,PAYPAL HOLDINGS INC.,US70450Y1038,NDQ,ARCX,19,99.9700,USD,-1899.43,USD,-1731.01,EUR,1.0973,-0.57,EUR,-1731.58,EUR,21665d5b-bd90-45a7-a353-a08900c4e4e0
09-10-2019,16:28,ACCIONA SA,ES0125220311,MAD,CCEU,-19,90.9500,EUR,1728.05,EUR,1728.05,EUR,,-3.00,EUR,1725.05,EUR,e2f7caf5-574e-4efd-8484-b74aa559b332
02-10-2019,17:36,PAYPAL HOLDINGS INC.,US70450Y1038,NDQ,XNAS,40,99.9700,USD,-3998.80,USD,-3649.54,EUR,1.0957,-0.65,EUR,-3650.19,EUR,e3378256-8bda-4455-a9dc-db5c70396d62
02-10-2019,15:31,PAYPAL HOLDINGS INC.,US70450Y1038,NDQ,XNAS,-40,100.8100,USD,4032.40,USD,3686.27,EUR,1.0939,-0.65,EUR,3685.62,EUR,d8a59e52-375c-4920-a689-5c9c61a1e53f
02-10-2019,15:30,EXACT SCIENCES CORPORA,US30063P1057,NDQ,XNAS,53,88.1300,USD,-4670.89,USD,-4269.56,EUR,1.0940,-0.69,EUR,-4270.25,EUR,327315fc-7410-4fd2-97a2-413b7a4447c6
01-10-2019,16:00,STITCH FIX CL A CM,US8608971078,NDQ,XNAS,-25,20.0700,USD,501.75,USD,460.41,EUR,1.0898,-0.09,EUR,460.32,EUR,0836c457-0f0b-48f9-aef2-bae224111fab
01-10-2019,16:00,STITCH FIX CL A CM,US8608971078,NDQ,XNAS,-100,20.0700,USD,2007.00,USD,1841.62,EUR,1.0898,-0.37,EUR,1841.25,EUR,0836c457-0f0b-48f9-aef2-bae224111fab
01-10-2019,16:00,STITCH FIX CL A CM,US8608971078,NDQ,XNAS,-100,20.0700,USD,2007.00,USD,1841.62,EUR,1.0898,-0.87,EUR,1840.75,EUR,0836c457-0f0b-48f9-aef2-bae224111fab
01-10-2019,15:49,STITCH FIX CL A CM,US8608971078,NDQ,CDED,25,19.6400,USD,-491.00,USD,-450.87,EUR,1.0890,-0.09,EUR,-450.96,EUR,f8a34dc2-c68c-49ec-b5ea-2a4345922142
01-10-2019,15:49,STITCH FIX CL A CM,US8608971078,NDQ,MSPL,200,19.6150,USD,-3923.00,USD,-3602.39,EUR,1.0890,-1.24,EUR,-3603.63,EUR,f8a34dc2-c68c-49ec-b5ea-2a4345922142
01-10-2019,15:46,STITCH FIX CL A CM,US8608971078,NDQ,CDED,-125,19.7900,USD,2473.75,USD,2271.79,EUR,1.0889,-0.46,EUR,2271.33,EUR,50169fc7-9122-4148-ba25-2cc418ac081c
01-10-2019,15:46,STITCH FIX CL A CM,US8608971078,NDQ,CDED,-100,19.8000,USD,1980.00,USD,1818.35,EUR,1.0889,-0.87,EUR,1817.48,EUR,50169fc7-9122-4148-ba25-2cc418ac081c
30-09-2019,19:31,STITCH FIX CL A CM,US8608971078,NDQ,CDED,225,19.3800,USD,-4360.50,USD,-3999.73,EUR,1.0902,-1.33,EUR,-4001.06,EUR,a135c23a-0781-411f-8173-74a2cd5a9d8e
25-09-2019,15:46,EXACT SCIENCES CORPORA,US30063P1057,NDQ,ARCX,-8,98.2600,USD,786.08,USD,715.66,EUR,1.0984,-0.03,EUR,715.63,EUR,738026a1-cad2-4ca2-8c3e-a81b8787b4cf
25-09-2019,15:46,EXACT SCIENCES CORPORA,US30063P1057,NDQ,XNAS,-38,98.2600,USD,3733.88,USD,3399.38,EUR,1.0984,-0.64,EUR,3398.74,EUR,738026a1-cad2-4ca2-8c3e-a81b8787b4cf
02-07-2019,14:39,ABENGOA SA- B SHARES,ES0105200002,MAD,XMAD,30000,0.0104,EUR,-312.00,EUR,-312.00,EUR,,-2.18,EUR,-314.18,EUR,a8bf81ff-3a1a-43b2-b874-c81980736340
02-07-2019,09:20,XIAOMI CORP-CLASS B,KYG9830T1067,HKS,XHKG,-200,10.3000,HKD,2060.00,HKD,231.73,EUR,8.8896,-10.16,EUR,221.57,EUR,60173ce5-99f5-4918-808a-d03d1e322f22
03-05-2019,16:12,ACCIONA SA,ES0125220311,MAD,HRSI,19,101.1000,EUR,-1920.90,EUR,-1920.90,EUR,,-3.11,EUR,-1924.01,EUR,57614416-5f49-4bea-93fd-1c8cce992bd6
26-04-2019,21:25,TESLA MOTORS INC. - C,US88160R1014,NDQ,BATS,-9,233.1700,USD,2098.53,USD,1881.75,EUR,1.1152,-0.53,EUR,1881.22,EUR,7d0a0b31-5894-44dd-9544-83714742609f
26-04-2019,20:27,TESLA MOTORS INC. - C,US88160R1014,NDQ,ARCX,9,233.6100,USD,-2102.49,USD,-1883.96,EUR,1.1160,-0.53,EUR,-1884.49,EUR,1d98d1e8-fea1-4655-897c-79426d09981f
26-04-2019,17:45,TESLA MOTORS INC. - C,US88160R1014,NDQ,EDGA,-9,240.0100,USD,2160.09,USD,1935.92,EUR,1.1158,-0.53,EUR,1935.39,EUR,cfed7a29-3823-4f94-a72d-0b2abcb19dd1
26-04-2019,12:24,ABENGOA SA- B SHARES,ES0105200002,MAD,XMAD,10000,0.0145,EUR,-145.00,EUR,-145.00,EUR,,-2.08,EUR,-147.08,EUR,bdd2b150-0f07-4f2f-b61d-7fc5905a5993
24-04-2019,16:05,PAYPAL HOLDINGS INC.,US70450Y1038,NDQ,XBOS,40,107.0800,USD,-4283.20,USD,-3827.36,EUR,1.1191,-0.64,EUR,-3828.00,EUR,81ae22d2-7267-48ce-bad4-b89b403dbb59
23-04-2019,10:32,ABENGOA SA- B SHARES,ES0105200002,MAD,XMAD,7500,0.0140,EUR,-105.00,EUR,-105.00,EUR,,-2.06,EUR,-107.06,EUR,8604964d-1c69-4198-8684-633ecf676363
17-04-2019,15:31,NETFLIX INC. - COMMON,US64110L1061,NDQ,XNAS,-14,365.6300,USD,5118.82,USD,4530.33,EUR,1.1299,-0.55,EUR,4529.78,EUR,6cb4f411-7d32-4ff5-8bf0-5becc21a643e
16-04-2019,21:32,NETFLIX INC. - COMMON,US64110L1061,NDQ,EDGX,14,361.1900,USD,-5056.66,USD,-4480.48,EUR,1.1286,-0.55,EUR,-4481.03,EUR,66be6b2e-711f-4867-91a6-557eec94a96c
16-04-2019,18:17,EXACT SCIENCES CORPORA,US30063P1057,NDQ,XNAS,46,97.3000,USD,-4475.80,USD,-3965.10,EUR,1.1288,-0.66,EUR,-3965.76,EUR,1ae1f2d2-da09-41e8-999d-c4b0b9fbac92
15-04-2019,19:20,META PLATFORMS INC,US30303M1027,NDQ,XBOS,8,178.8400,USD,-1430.72,USD,-1265.67,EUR,1.1304,-0.03,EUR,-1265.70,EUR,0529811f-6a31-4ac4-ac17-56ee574edb06
15-04-2019,19:20,META PLATFORMS INC,US30303M1027,NDQ,EDGA,2,178.8400,USD,-357.68,USD,-316.42,EUR,1.1304,-0.51,EUR,-316.93,EUR,0529811f-6a31-4ac4-ac17-56ee574edb06
18-03-2019,15:29,META PLATFORMS INC,US30303M1027,NDQ,XNAS,1,162.9500,USD,-162.95,USD,-143.66,EUR,1.1343,,EUR,-143.66,EUR,8afd7389-7f8e-4421-bbb1-a9337bb75111
18-03-2019,15:29,META PLATFORMS INC,US30303M1027,NDQ,XNAS,1,162.9500,USD,-162.95,USD,-143.66,EUR,1.1343,-0.50,EUR,-144.16,EUR,8afd7389-7f8e-4421-bbb1-a9337bb75111
01-03-2019,19:19,TESLA MOTORS INC. - C,US88160R1014,NDQ,XNAS,5,293.0000,USD,-1465.00,USD,-1289.27,EUR,1.1363,-0.52,EUR,-1289.79,EUR,39cbf7f5-cb77-48a9-96f3-66985d40f05e
19-02-2019,09:47,IPSEN,FR0010259150,EPA,XPAR,-13,124.2000,EUR,1614.60,EUR,1614.60,EUR,,-4.94,EUR,1609.66,EUR,c51481eb-ea87-421a-a8d2-461c08f78635
